timestamp,predicted_value,lower_limit_of_prediction,upper_limit_of_prediction,latency_ms,request_count,bandwidth_mbps,throughput_MBps,latency_explanation
2024-01-01 03:30:00,29.977933352229226,-54.3227480482779,119.45896795240618,47.98,2744.0,200.0,11.13,Normal latency
2024-01-01 03:35:00,29.99655903143517,-55.71360424776435,121.06146094974444,42.06,1711.0,172.25,15.47,Normal latency
2024-01-01 03:40:00,30.127275538225543,-63.788959670363866,112.46877327417936,50.16,2091.0,200.0,18.17,Normal latency
2024-01-01 03:45:00,30.37404859803246,-63.12491235083062,119.98038652628016,65.69,2816.0,142.98,9.66,Normal latency
2024-01-01 03:50:00,30.74053906504626,-58.0808959860171,116.901597379396,48.78,1644.0,171.97,16.52,Normal latency
2024-01-01 03:55:00,31.230049541154177,-49.87328481521545,114.84156642835713,44.32,1144.0,162.38,13.77,Normal latency
2024-01-01 04:00:00,31.845472662282845,-53.12140221217528,116.6466850492327,29.26,1183.0,193.92,21.91,Normal latency
2024-01-01 04:05:00,32.58924154009981,-61.16733150059564,119.59092253844092,62.68,2718.0,166.48,13.12,Normal latency
2024-01-01 04:10:00,33.46328282714103,-59.048338137850656,125.54909145926884,56.0,2869.0,200.0,20.21,Normal latency
2024-01-01 04:15:00,34.46897286665153,-51.158193479932365,126.81611107193916,45.67,1995.0,200.0,21.31,Normal latency
2024-01-01 04:20:00,35.6070973450914,-52.40231167520123,113.97396198357347,53.23,2956.0,155.53,14.49,Normal latency
2024-01-01 04:25:00,36.877814859297,-50.23127430747749,123.3619503452878,37.4,1415.0,200.0,20.16,Normal latency
2024-01-01 04:30:00,38.28062477853012,-52.8827721278266,122.26203851206404,51.05,2980.0,200.0,20.27,Normal latency
2024-01-01 04:35:00,39.81433973628141,-45.70939967578107,128.23842297345607,54.28,2120.0,200.0,17.34,Normal latency
2024-01-01 04:40:00,41.477063063201605,-46.32193441972179,128.83553313412187,48.11,1401.0,200.0,19.42,Normal latency
2024-01-01 04:45:00,43.2661714385017,-47.576005825702616,125.42404157634158,41.53,2082.0,189.35,21.89,Normal latency
2024-01-01 04:50:00,45.17830296930297,-45.69330770018867,126.57670369298032,60.05,2988.0,157.17,10.0,Normal latency
2024-01-01 04:55:00,47.20935090939077,-43.6546392048243,132.93285139921144,36.55,1722.0,190.22,14.6,Normal latency
2024-01-01 05:00:00,49.35446315490165,-35.742962731726884,142.38104850868925,67.28,2406.0,147.88,8.09,Normal latency
2024-01-01 05:05:00,51.60804758673556,-41.05581687988057,142.20276004065192,52.94,2513.0,156.79,6.66,Normal latency
2024-01-01 05:10:00,53.96378335375061,-30.11129453231753,135.20193356889308,44.27,1657.0,197.85,12.87,Normal latency
2024-01-01 05:15:00,56.41463807617617,-30.2937257778004,145.9042821430748,50.9,3155.0,169.09,5.8,Normal latency
2024-01-01 05:20:00,58.95289091220817,-23.961319644747405,152.76146127807837,41.7,1886.0,162.96,7.93,Normal latency
2024-01-01 05:25:00,61.570161428320375,-24.427038383872272,142.54002046893635,48.17,2957.0,195.48,13.29,Normal latency
2024-01-01 05:30:00,64.257444108249,-30.05549187713802,151.27521872863403,60.71,2097.0,200.0,5.52,Normal latency
2024-01-01 05:35:00,67.0051483234971,-20.4888160603064,151.7310655022547,56.78,2837.0,187.19,8.31,Normal latency
2024-01-01 05:40:00,69.80314354131306,-15.61868508904124,153.39544468595545,46.35,1967.0,182.72,8.45,Normal latency
2024-01-01 05:45:00,72.64080948334573,-17.74215217612981,151.21148150037192,54.54,2133.0,160.74,5.69,Normal latency
2024-01-01 05:50:00,75.50709092606198,-7.74550122283279,166.65679365518557,46.55,1377.0,186.63,11.52,Normal latency
2024-01-01 05:55:00,78.39055678429528,-7.521365118302031,163.93692613142105,40.48,1807.0,161.34,11.08,Normal latency
2024-01-01 06:00:00,81.2794630956103,-10.495375182304189,166.24118156272024,64.75,2981.0,132.93,4.66,Normal latency
2024-01-01 06:05:00,84.16181946492677,-4.65550590077171,171.02997765798924,76.02,2921.0,139.78,5.75,Normal latency
2024-01-01 06:10:00,87.0254585177843,-0.6846419407104067,169.71670281220165,105.4,4679.0,158.81,3.0,Normal latency
2024-01-01 06:15:00,89.8581078872374,-3.152615572988528,174.48831745982557,90.7,2328.0,155.29,5.58,Normal latency
2024-01-01 06:20:00,92.64746419661496,7.637566693555182,180.00789536786252,102.11,5838.0,133.84,3.0,Normal latency
2024-01-01 06:25:00,95.381268543733,7.872903573082364,179.22007501619416,80.7,3442.0,165.79,7.06,Normal latency
2024-01-01 06:30:00,98.04738293311291,4.5110149825112416,181.3545305703985,121.86,7619.0,119.67,3.0,Normal latency
2024-01-01 06:35:00,100.63386705984011,9.65985985757606,188.146117957724,104.93,4637.0,143.29,3.0,Normal latency
2024-01-01 06:40:00,103.1290549408201,19.65560198689068,191.1346902775146,119.2,3640.0,110.35,4.52,Normal latency
2024-01-01 06:45:00,105.5216307851723,22.08290079877144,197.3847047359336,121.64,3038.0,123.68,5.87,Normal latency
2024-01-01 06:50:00,107.80070354635154,18.986449549348084,191.48354649203543,122.57,6083.0,74.72,3.0,Normal latency
2024-01-01 06:55:00,109.95587958450692,20.856631132942013,194.4460912896409,122.6,6721.0,73.51,4.44,Normal latency
2024-01-01 07:00:00,111.97733290624572,29.174952486753345,201.8216587314581,69.76,1804.0,116.5,14.12,Normal latency
2024-01-01 07:05:00,113.85587242199716,24.266246997913548,194.59824519234635,110.67,5101.0,72.84,3.59,Normal latency
2024-01-01 07:10:00,115.583005713924,25.87871255342528,204.1441821603652,115.27,3778.0,108.22,5.62,Normal latency
2024-01-01 07:15:00,117.1509988016383,32.328496482102665,206.3496228557701,116.65,3946.0,92.23,3.0,Normal latency
2024-01-01 07:20:00,118.55293145086658,33.19209641715515,208.2136309516212,123.34,5311.0,110.56,3.0,Normal latency
2024-01-01 07:25:00,119.7827475541486,33.24007115129907,211.12820603017653,93.93,2396.0,200.0,8.87,Normal latency
2024-01-01 07:30:00,120.83530021795283,36.46607150706841,207.185986764388,68.51,1535.0,200.0,7.61,Normal latency
2024-01-01 07:35:00,121.70639112602235,33.58424565458172,204.20447881520687,83.12,3518.0,173.08,5.62,Normal latency
2024-01-01 07:40:00,122.39280390463746,34.96115846905684,210.74800962573048,100.95,2871.0,179.21,3.0,Normal latency
2024-01-01 07:45:00,122.8923311471976,35.67734634941487,208.10517880404493,329.47,13029.0,51.0,7.0,"The latency is high (329.47ms) likely because the request count is high (13029.0 requests), and the throughput is high (7.0 MBps)."
2024-01-01 07:50:00,123.20379488775586,41.06801635478973,219.8044961949661,91.7,4356.0,149.86,3.0,Normal latency
2024-01-01 07:55:00,123.32706030909308,33.24148778599633,207.22889807235825,77.51,2842.0,117.09,3.0,Normal latency
2024-01-01 08:00:00,123.26304253500903,39.26552264192687,210.3016833497122,90.96,3936.0,113.75,3.0,Normal latency
2024-01-01 08:05:00,123.01370641290654,37.05487078263398,210.7571399929084,152.58,7279.0,40.0,3.0,Normal latency
2024-01-01 08:10:00,122.58205923074156,41.65821312899747,207.6537023821868,131.96,2960.0,74.86,3.0,Normal latency
2024-01-01 08:15:00,121.9721363754937,36.37985405683837,211.6079236954164,141.98,4144.0,54.33,3.0,Normal latency
2024-01-01 08:20:00,121.18897998153112,32.88223986897828,214.37162593905435,73.02,2993.0,187.7,3.0,Normal latency
2024-01-01 08:25:00,120.23861069194136,27.64999246265108,204.9404950133641,82.06,3041.0,187.86,3.0,Normal latency
2024-01-01 08:30:00,119.1279926558247,37.53037688234167,204.796386293776,68.07,3390.0,200.0,4.87,Normal latency
2024-01-01 08:35:00,117.86499202025378,29.39754200384527,200.75685698602,81.39,3564.0,160.96,4.81,Normal latency
2024-01-01 08:40:00,116.45832911684444,34.443490010899325,209.91129455459924,55.15,1968.0,200.0,12.57,Normal latency
2024-01-01 08:45:00,114.91752469311248,31.97100327915649,195.48320851474045,90.13,3587.0,155.83,4.31,Normal latency
2024-01-01 08:50:00,113.25284052067347,26.610296096278528,198.38117020915905,93.76,4390.0,135.13,3.0,Normal latency
2024-01-01 08:55:00,111.47521475757772,23.3730007104248,204.42418462571976,137.01,5480.0,101.99,3.0,Normal latency
2024-01-01 09:00:00,109.5961925307927,16.76188143464642,195.86727183042424,114.91,10795.0,67.16,3.0,Normal latency
2024-01-01 09:05:00,107.62785217525004,27.676611552535903,192.8918099973345,120.24,7917.0,60.68,3.0,Normal latency
2024-01-01 09:10:00,105.58272765480878,20.650716367800875,189.86143978971785,79.8,8218.0,111.9,10.17,Normal latency
2024-01-01 09:15:00,103.473727681206,23.077415282533337,187.348963510269,82.16,8379.0,129.54,6.87,Normal latency
2024-01-01 09:20:00,101.3140521189642,3.409970035857061,187.8115112379461,67.58,9233.0,136.13,13.04,Normal latency
2024-01-01 09:25:00,99.11710621799668,15.909287657113666,185.6180365403977,99.98,10653.0,111.13,5.82,Normal latency
2024-01-01 09:30:00,96.89641330138186,8.454464643902329,186.6102684558976,90.21,11397.0,143.86,8.35,Normal latency
2024-01-01 09:35:00,94.66552653230036,10.818338157305345,181.4346788992668,113.69,10711.0,143.27,4.38,Normal latency
2024-01-01 09:40:00,92.43794034362332,4.130923872664512,176.33582171957786,89.29,7883.0,144.24,8.45,Normal latency
2024-01-01 09:45:00,90.22700219491568,-0.8023279854822208,179.75483728391856,103.94,14859.0,122.58,8.28,Normal latency
2024-01-01 09:50:00,88.04582525995897,-0.6718296027877245,179.60861147047052,78.74,9146.0,114.84,3.73,Normal latency
2024-01-01 09:55:00,85.90720269303468,5.531583023495951,175.1679013760562,89.76,8782.0,143.27,9.89,Normal latency
2024-01-01 10:00:00,83.82352405728224,-0.9197961045813275,170.06057148162742,120.11,10001.0,134.36,4.59,Normal latency
2024-01-01 10:05:00,81.80669453766224,-8.770766782455466,171.4405854746479,76.98,6456.0,111.85,9.77,Normal latency
2024-01-01 10:10:00,79.86805751381596,-6.229621406011707,167.33648606601108,98.86,10590.0,103.46,3.94,Normal latency
2024-01-01 10:15:00,78.01832105689228,-10.758516430197067,159.6112060592924,127.34,11841.0,87.13,3.0,Normal latency
2024-01-01 10:20:00,76.26748882517872,-9.120665274738354,169.3550915840433,128.48,15485.0,81.57,3.0,Normal latency
2024-01-01 10:25:00,74.62479599823432,-11.362187968115744,159.33911540837994,107.21,6374.0,117.42,3.0,Normal latency
2024-01-01 10:30:00,73.09865057343424,-13.3880571320191,168.01046701534628,96.4,10848.0,148.97,3.22,Normal latency
2024-01-01 10:35:00,71.69658051597823,-15.728535478958172,157.72188482173846,98.15,10178.0,156.47,3.0,Normal latency
2024-01-01 10:40:00,70.42518714919152,-21.36957720352593,157.91214652635398,126.52,10625.0,100.21,3.0,Normal latency
2024-01-01 10:45:00,69.29010512220479,-12.642970184322316,157.03146741712416,61.23,3467.0,200.0,8.16,Normal latency
2024-01-01 10:50:00,68.295969248605,-19.506291675598707,157.88799842185466,121.62,12203.0,153.86,3.0,Normal latency
2024-01-01 10:55:00,67.44638847396283,-19.30597057368378,153.16031257836488,74.79,8700.0,180.06,5.96,Normal latency
2024-01-01 11:00:00,66.74392714703619,-17.133298900958405,157.97208557016617,48.81,3929.0,154.99,7.34,Normal latency
2024-01-01 11:05:00,66.1900937689495,-20.70914500933324,151.93636790901428,54.88,5832.0,171.11,7.83,Normal latency
2024-01-01 11:10:00,65.78533727672169,-24.221047329576724,150.72336143451082,34.97,2504.0,200.0,12.25,Normal latency
2024-01-01 11:15:00,65.5290509185828,-23.688488344457635,152.92543827703528,48.54,4691.0,147.32,7.95,Normal latency
2024-01-01 11:20:00,65.41958369204073,-17.733893527947835,157.61703735470567,58.08,4811.0,149.45,8.24,Normal latency
2024-01-01 11:25:00,65.45425927018235,-16.05552652486117,146.459455452238,59.3,6244.0,164.0,10.6,Normal latency
2024-01-01 11:30:00,65.62940228691642,-20.50354402318348,154.133978244256,47.97,5797.0,200.0,16.35,Normal latency
2024-01-01 11:35:00,65.94037179731532,-24.72356056170692,151.58897011446183,40.93,3713.0,200.0,19.43,Normal latency
2024-01-01 11:40:00,66.38160167673517,-18.817087066772995,156.5984883069043,32.93,3691.0,200.0,20.01,Normal latency
2024-01-01 11:45:00,66.94664767177314,-22.182915249758786,152.2785130087658,51.7,3822.0,200.0,19.75,Normal latency
2024-01-01 11:50:00,67.6282407712885,-16.019898797694264,159.53390893500062,59.45,5984.0,191.87,16.93,Normal latency
2024-01-01 11:55:00,68.41834650126,-12.251795291224138,148.6809386983357,39.71,3401.0,193.55,21.72,Normal latency
2024-01-01 12:00:00,69.3082297398398,-18.83951188672102,151.90712175097494,50.59,3547.0,190.84,18.67,Normal latency
2024-01-01 12:05:00,70.28852456577283,-16.923407120193986,152.135330649381,66.58,7848.0,135.7,17.12,Normal latency
2024-01-01 12:10:00,71.34930864661057,-15.2365935826034,162.8105422853364,41.69,3809.0,185.17,17.99,Normal latency
2024-01-01 12:15:00,72.4801816247207,-9.190630594848912,158.51882904940737,58.06,7198.0,135.42,14.29,Normal latency
2024-01-01 12:20:00,73.6703469403575,-9.881307371371443,160.81869125533066,68.54,7858.0,120.95,10.89,Normal latency
2024-01-01 12:25:00,74.90869648145146,-10.152219194746522,167.47713279690726,56.7,4995.0,162.42,11.62,Normal latency
2024-01-01 12:30:00,76.18389747218033,-11.819112290080689,157.51573624491624,43.31,3508.0,200.0,16.99,Normal latency
2024-01-01 12:35:00,77.48448094213012,-7.972956955928791,169.76248978012336,53.14,5758.0,183.43,15.72,Normal latency
2024-01-01 12:40:00,78.79893114056004,0.0682166022140537,166.0109597043173,55.18,5660.0,200.0,14.63,Normal latency
2024-01-01 12:45:00,80.11577526398396,-5.6667478969682765,170.04201659264152,49.69,4623.0,200.0,16.58,Normal latency
2024-01-01 12:50:00,81.42367280379871,-7.254433741689032,164.3486869261038,48.05,4644.0,200.0,15.04,Normal latency
2024-01-01 12:55:00,82.71150389456565,3.1962681614122697,169.9794152996435,60.59,6096.0,173.5,9.95,Normal latency
2024-01-01 13:00:00,83.96845600093653,-0.209087511107391,172.63886866272574,81.74,2332.0,176.12,5.48,Normal latency
2024-01-01 13:05:00,85.18410831145013,-5.3597293970095725,173.8985039380756,87.59,9770.0,151.9,3.0,Normal latency
2024-01-01 13:10:00,86.3485132186742,-2.09547245000962,174.06526938290145,100.08,10456.0,125.65,3.0,Normal latency
2024-01-01 13:15:00,87.45227429864784,3.760753329678276,179.9466387447956,111.17,9984.0,105.19,3.0,Normal latency
2024-01-01 13:20:00,88.48662018732415,-5.765401928836274,178.9304534476506,113.08,10379.0,86.36,3.0,Normal latency
2024-01-01 13:25:00,89.44347384906393,-6.358972533179987,176.96088112440688,92.16,7808.0,110.89,3.0,Normal latency
2024-01-01 13:30:00,90.31551669646132,-0.1914367470264927,179.04848699704812,109.56,8299.0,89.19,3.0,Normal latency
2024-01-01 13:35:00,91.09624709399198,0.7305073801469479,174.93235263476737,120.48,13162.0,89.97,3.0,Normal latency
2024-01-01 13:40:00,91.78003282447604,5.452984847513715,177.04466879528078,67.81,8968.0,192.03,3.78,Normal latency
2024-01-01 13:45:00,92.36215710535038,3.809831907998598,178.89014222448145,67.69,7877.0,178.81,3.0,Normal latency
2024-01-01 13:50:00,92.8388578354383,7.620580927540455,176.1662823144361,111.84,9128.0,142.11,3.0,Normal latency
2024-01-01 13:55:00,93.2073597542818,1.7465953820755502,177.81688567808538,130.67,15148.0,118.9,3.0,Normal latency
2024-01-01 14:00:00,93.46589929079737,4.123325469539921,181.15019923114792,112.0,9572.0,111.52,3.0,Normal latency
2024-01-01 14:05:00,93.61374189222032,6.7973096080342525,181.8057708247277,135.57,14181.0,70.4,3.0,Normal latency
2024-01-01 14:10:00,93.65119171204344,-0.8209769383142874,175.1326019858246,95.81,9480.0,153.51,3.96,Normal latency
2024-01-01 14:15:00,93.57959356614872,8.600492293919132,178.85465264061366,148.32,20003.0,40.0,3.0,Normal latency
2024-01-01 14:20:00,93.40132713603587,4.82807993781124,178.07599636489542,101.61,10812.0,74.92,3.0,Normal latency
2024-01-01 14:25:00,93.1197934484154,10.35723393150462,177.7486718841522,104.79,13816.0,111.73,6.48,Normal latency
2024-01-01 14:30:00,92.73939372273766,12.532657503982117,177.32893445013357,93.66,9396.0,122.9,5.56,Normal latency
2024-01-01 14:35:00,92.26550071952016,7.7206894429477,176.4555322922022,78.75,5500.0,133.61,9.54,Normal latency
2024-01-01 14:40:00,91.70442280231748,9.370742832912594,176.7193517987977,65.82,7427.0,200.0,14.27,Normal latency
2024-01-01 14:45:00,91.0633609399412,7.845391803401965,178.48980099482534,141.55,13521.0,86.16,3.45,Normal latency
2024-01-01 14:50:00,90.3503589754716,3.210799983365904,183.29713796437457,61.51,6080.0,200.0,17.41,Normal latency
2024-01-01 14:55:00,89.57424750042314,-0.429639311038661,176.0813646451769,97.23,9370.0,146.19,5.15,Normal latency
2024-01-01 15:00:00,88.74458171764664,2.793513176011806,180.7292277218444,127.03,9281.0,133.03,3.0,Normal latency
2024-01-01 15:05:00,87.87157375320942,4.821551650602866,170.8826975328822,100.35,12585.0,161.11,7.18,Normal latency
2024-01-01 15:10:00,86.96601988790556,6.441827011200626,174.89194113143728,106.0,9901.0,92.64,3.0,Normal latency
2024-01-01 15:15:00,86.03922322623143,3.053145356416313,177.9615402266596,133.74,11719.0,64.01,3.34,Normal latency
2024-01-01 15:20:00,85.10291234789474,-3.090415506486369,168.38075532695214,86.45,4732.0,120.79,4.22,Normal latency
2024-01-01 15:25:00,84.16915653946297,-2.698997871571585,169.45372573771016,99.0,8512.0,135.37,6.61,Normal latency
2024-01-01 15:30:00,83.25027817130552,-4.55399492162778,170.49122969033118,68.91,7966.0,159.87,5.68,Normal latency
2024-01-01 15:35:00,82.35876289794518,-2.3900290333049,171.12191118562944,115.54,8755.0,107.39,3.0,Normal latency
2024-01-01 15:40:00,81.50716827137799,-7.832639109158686,168.98826185267393,90.52,8430.0,174.06,3.0,Normal latency
2024-01-01 15:45:00,80.70803144955406,-4.054577380566564,171.8377762182879,108.72,9734.0,152.89,3.0,Normal latency
2024-01-01 15:50:00,79.97377664804105,-7.397725605679447,174.30754240405383,130.25,14319.0,135.28,3.0,Normal latency
2024-01-01 15:55:00,79.31662299211537,-9.802978387921344,162.13194119151035,94.98,7472.0,157.37,3.0,Normal latency
2024-01-01 16:00:00,78.74849343660598,-8.177307795622138,166.23153734310193,60.56,6225.0,200.0,8.02,Normal latency
2024-01-01 16:05:00,78.28092538854156,-7.9662031667322175,163.22758396482567,42.0,3935.0,174.16,5.8,Normal latency
2024-01-01 16:10:00,77.92498367949894,-8.536542418220089,169.9695498661458,66.79,7409.0,173.1,4.11,Normal latency
2024-01-01 16:15:00,77.69117650393676,-9.475450807025224,163.04527999334692,48.71,5277.0,188.3,9.05,Normal latency
2024-01-01 16:20:00,77.58937492091408,-4.680413819036797,166.0131060129953,41.61,4872.0,189.02,12.43,Normal latency
2024-01-01 16:25:00,77.62873649275652,-9.516628000429847,164.1450804023179,55.14,4178.0,129.44,3.46,Normal latency
2024-01-01 16:30:00,77.81763360149425,-3.543208246571332,158.95612080663446,52.58,4807.0,142.32,8.88,Normal latency
2024-01-01 16:35:00,78.16358695471624,-8.24859868985049,164.89501229823188,30.37,2844.0,180.72,11.7,Normal latency
2024-01-01 16:40:00,78.67320474772484,-10.19923623007634,161.98350956229731,37.33,4296.0,180.88,12.94,Normal latency
2024-01-01 16:45:00,79.35212791540339,-4.548923603452392,165.93744180661773,65.01,6153.0,200.0,10.82,Normal latency
2024-01-01 16:50:00,80.2049818607585,-9.420677021792857,164.93943136632964,49.78,2763.0,200.0,14.9,Normal latency
2024-01-01 16:55:00,81.23533499432865,-10.875752509244956,169.87124290264785,44.93,3794.0,200.0,18.93,Normal latency
2024-01-01 17:00:00,82.44566439177656,-8.95307312937012,167.87583290050492,38.25,3443.0,200.0,19.21,Normal latency
2024-01-01 17:05:00,83.83732877886587,1.5768081410260182,163.23364921365314,47.6,4311.0,200.0,18.87,Normal latency
2024-01-01 17:10:00,85.41054906859442,-0.2799257020847592,169.4717286895456,42.41,4479.0,193.83,17.3,Normal latency
2024-01-01 17:15:00,87.16439655744342,-4.706005995247176,169.75283087810058,49.81,4192.0,185.38,18.03,Normal latency
2024-01-01 17:20:00,89.09678886911374,6.240627563492295,177.35373872068266,48.55,2548.0,134.41,14.25,Normal latency
2024-01-01 17:25:00,91.20449367493651,-0.2279743243542268,183.87099251753057,55.75,4181.0,131.7,16.95,Normal latency
2024-01-01 17:30:00,93.4831401420419,11.045995277575267,181.20682469612308,59.03,8781.0,162.5,13.41,Normal latency
2024-01-01 17:35:00,95.92723804624164,8.439920493190797,188.8052717798053,49.92,5470.0,166.71,16.65,Normal latency
2024-01-01 17:40:00,98.53020438895908,8.188736049212732,183.0323920018572,39.26,4639.0,178.93,19.29,Normal latency
2024-01-01 17:45:00,101.28439735185924,16.07439738519906,185.14645783802808,48.27,4377.0,184.9,16.9,Normal latency
2024-01-01 17:50:00,104.18115729447447,14.776934397400677,195.246345167548,57.6,6895.0,182.66,17.64,Normal latency
2024-01-01 17:55:00,107.210854560661,16.53562176262274,194.106697727796,54.72,6466.0,160.72,11.22,Normal latency
2024-01-01 18:00:00,110.3629437237966,24.77388154374791,199.7525717542431,148.45,4202.0,118.17,3.0,Normal latency
2024-01-01 18:05:00,113.62602386438569,25.71060563674803,206.23434481699545,231.28,8697.0,40.0,3.0,Normal latency
2024-01-01 18:10:00,116.98790449658682,39.44307112371376,199.51831873203247,129.41,2958.0,120.46,3.0,Normal latency
2024-01-01 18:15:00,120.4356766441826,31.96903068238621,205.5644190712067,168.78,9232.0,40.0,3.0,Normal latency
2024-01-01 18:20:00,123.95578857511283,37.581629186247184,210.02956718441268,104.87,3607.0,137.48,3.0,Normal latency
2024-01-01 18:25:00,127.53412567268202,37.75927485987398,210.4566696166275,167.66,5764.0,40.0,3.0,Normal latency
2024-01-01 18:30:00,131.1560938597374,45.05928406752159,220.6188620592341,153.4,6429.0,40.0,3.0,Normal latency
2024-01-01 18:35:00,134.80670601715065,47.93141953481184,216.72016455131305,196.29,11473.0,40.0,3.0,Normal latency
2024-01-01 18:40:00,138.47067077843772,49.03012815181091,228.90582566858143,173.08,9634.0,40.0,3.0,Normal latency
2024-01-01 18:45:00,142.13248309643149,58.42003738523614,225.9772449046048,185.65,8822.0,40.0,3.0,Normal latency
2024-01-01 18:50:00,145.77651595144238,48.8060385823231,233.7758816822084,180.95,8935.0,77.82,3.0,Normal latency
2024-01-01 18:55:00,149.3871125700798,65.29647070421176,240.1687717300556,211.44,8282.0,40.0,3.0,Normal latency
2024-01-01 19:00:00,152.94867850954077,70.53226885182217,242.4800206202574,165.42,7886.0,132.17,3.0,Normal latency
2024-01-01 19:05:00,156.44577300932204,73.89576001996345,248.5467115138994,148.05,6574.0,78.19,3.0,Normal latency
2024-01-01 19:10:00,159.86319895900553,71.50485049689217,247.6215449979719,165.41,7329.0,70.59,3.0,Normal latency
2024-01-01 19:15:00,163.18609091676228,78.24573110046526,256.11208004240154,151.57,7483.0,94.41,3.0,Normal latency
2024-01-01 19:20:00,166.4000005128304,75.46363646275367,255.20490170209405,126.69,5178.0,130.44,3.0,Normal latency
2024-01-01 19:25:00,169.49097878770365,84.37261846031514,258.8832098327345,158.05,5374.0,40.0,3.0,Normal latency
2024-01-01 19:30:00,172.44565475927297,84.44552290939423,259.4085089618217,114.74,5550.0,54.63,3.0,Normal latency
2024-01-01 19:35:00,175.25130991132446,85.7362779367475,266.45975012086586,198.55,5252.0,40.0,3.0,Normal latency
2024-01-01 19:40:00,177.8959479380842,90.90624521979603,264.1961987324359,101.94,2963.0,128.04,5.37,Normal latency
2024-01-01 19:45:00,180.3683594115753,95.94082359034746,262.3197976742019,123.7,6052.0,79.47,4.1,Normal latency
2024-01-01 19:50:00,182.6581809035696,95.6722005491082,271.0364444939341,195.01,8920.0,40.0,3.0,Normal latency
2024-01-01 19:55:00,184.7559482599285,97.06806761735416,274.34589869960126,120.1,3093.0,120.29,3.0,Normal latency
